Identifier,Rated,Votes,Bayesian_Score,Wilson_Score,BTL_Score,DM_Score,My_WRS
Saving Grace,3.45,19062,3.44977372854751,3.4169831202236405,3.709677419354839,3.44914774217234,2.4625474803384506
Jude,3.45,10959,3.44960718503043,3.4063775839071053,3.709677419354839,3.4485178766873408,2.324247848997021
The Emerald Forest,3.45,10750,3.4495995833333333,3.405952449146335,3.709677419354839,3.4484890748489074,2.319437067635838
The Adventures of Ichabod and Mr. Toad,3.45,17096,3.449747783739648,3.4151253707675444,3.709677419354839,3.4490497631717445,2.435350585840609
Big Time Adolescence,3.45,15221,3.4497168161875447,3.4130266214738727,3.709677419354839,3.448932746617628,2.40632593108924
The Great Train Robbery,3.45,19024,3.4497732777603023,3.4169499757503976,3.709677419354839,3.4491460402543486,2.4620489043976184
Igby Goes Down,3.45,34571,3.449875090263135,3.4255188387337965,3.709677419354839,3.449530020823693,2.611290931833911
Silver Streak,3.45,21266,3.4497971242259338,3.418750210797671,3.709677419354839,3.449236049080908,2.489884553702766
Bright Star,3.45,28344,3.4498476966964855,3.4229511737881513,3.709677419354839,3.449426787541007,2.561669340489845
Matador,3.45,12646,3.449659380907373,3.409411960061574,3.709677419354839,3.448715516559956,2.3600204858199505
Last Flag Flying,3.45,27210,3.4498413609684517,3.422390640781297,3.709677419354839,3.4494029028109496,2.5514675087428222
The Crimson Rivers,3.45,64347,3.449932846250602,3.43207608544009,3.709677419354839,3.4497474825957237,2.7665226139433
New Police Story,3.45,28444,3.44984823120657,3.422998983883791,3.709677419354839,3.4494288024183626,2.5625493033150626
Courageous,3.45,21299,3.449797437819102,3.418774558112214,3.709677419354839,3.4492372324446117,2.4902719689675905
Affliction,3.45,18455,3.4497663064036748,3.416441456765466,3.709677419354839,3.449119718309859,2.454461902223376
Get on Up,3.45,25714,3.4498321495109456,3.4215950011003797,3.709677419354839,3.449368171390801,2.5373384260262286
Zabriskie Point,3.45,16773,3.449742941211437,3.4147891782851945,3.709677419354839,3.4490314697818576,2.43058492190096
The Contender,3.45,24751,3.4498256320309664,3.421044973408938,3.709677419354839,3.44934359347229,2.527801525284086
Matinee,3.45,12088,3.4496437221947605,3.4084792369194887,3.709677419354839,3.4486562474158604,2.3487455480101707
Clockers,3.45,23135,3.449813478542161,3.4200456749279358,3.709677419354839,3.449297752808989,2.5109315154849403
Charlie Bartlett,3.45,66214,3.4499347383194494,3.432331369117117,3.709677419354839,3.449754602153461,2.7736690505670385
Return to Paradise,3.45,15211,3.4497166306270888,3.413014393736428,3.709677419354839,3.448932045215563,2.406161729738801
Hector and the Search for Happiness,3.45,49859,3.4499133523011882,3.42962915790737,3.709677419354839,3.449674113588962,2.702785309361392
Traitor,3.45,58707,3.4499264002586925,3.431232106857014,3.709677419354839,3.4497232252350463,2.743602517969263
This Beautiful Fantastic,3.45,12846,3.449664663461539,3.4097313152371194,3.709677419354839,3.448735506964439,2.3639409425868783
The Stronghold,3.45,12496,3.4496553084648496,3.4091674063179713,3.709677419354839,3.448700103991681,2.3570392399938678
The Barefoot Contessa,3.45,12099,3.449644044777348,3.408498247981596,3.709677419354839,3.44865746860542,2.348972801491929
The Cooler,3.45,35116,3.4498770261047604,3.4257103536908744,3.709677419354839,3.4495373138578063,2.6151991326295043
Suck Me Shakespeer,3.45,30774,3.44985970347781,3.4240459183599645,3.709677419354839,3.449472042626466,2.582221257836518
The Ref,3.45,25829,3.449832895397813,3.4216586139473426,3.709677419354839,3.449370983974607,2.5384533564390033
The Hound of the Baskervilles,3.45,11973,3.449640314397405,3.4082789116639662,3.709677419354839,3.44864334613458,2.346357257676061
Welcome to the Rileys,3.45,25024,3.4498275305096913,3.4212041309298207,3.709677419354839,3.4493507531263736,2.530542304347403
Bananas,3.45,37019,3.4498833391782893,3.4263454875248653,3.709677419354839,3.449561095505618,2.628385258953454
Camp X-Ray,3.45,42499,3.449898364238878,3.4279291687432547,3.709677419354839,3.4496176830415965,2.662878090643262
The Last Wave,3.45,10676,3.4495968208092482,3.40579892419584,3.709677419354839,3.4484786068720163,2.3177112792032077
Transit,3.45,11328,3.449619924415539,3.407099118930608,3.709677419354839,3.4485661342980674,2.3325217669216767
Carry on Jatta 3,3.45,10891,3.449604743624897,3.406240612797351,3.709677419354839,3.44850862701909,2.3226927613629162
Absence of Malice,3.45,14318,3.4496990186525616,3.4118711178398393,3.709677419354839,3.4488654611464082,2.3910455697751587
In Your Eyes,3.45,31849,3.4498644314868807,3.4244896315310687,3.709677419354839,3.449489859986187,2.590800306522807
A Cry in the Dark,3.45,10989,3.4496082525591087,3.4064376058493018,3.709677419354839,3.4485219210478446,2.3249308522085506
Topkapi,3.45,10369,3.449584940973222,3.405144460936002,3.709677419354839,3.4484335839599,2.3104214941467296
The Wolf's Call,3.45,19977,3.4497840665102113,3.417752320885598,3.709677419354839,3.4491867680912827,2.4742617560797684
Junebug,3.45,23269,3.449814550366654,3.420132490495298,3.709677419354839,3.4493017959955314,2.512374519750671
Tea with Mussolini,3.45,13989,3.4496919652396896,3.4114224450469277,3.709677419354839,3.4488387880520226,2.3852375689613896
Three... Extremes,3.45,20579,3.449790367928644,3.4182300712796607,3.709677419354839,3.4492105518849594,2.4816797692864268
Without a Clue,3.45,10890,3.4496047074954297,3.4062385889037907,3.709677419354839,3.4485084901330887,2.3226698200613374
Roger Dodger,3.45,17797,3.4497576903681293,3.41582313742659,3.709677419354839,3.4490871812155937,2.4453909390758137
The Emperor's Club,3.45,17650,3.4497556779661016,3.415680279946697,3.709677419354839,3.449079580855282,2.443318644067392
Chocolate,3.45,18699,3.449769347698544,3.416662373296386,3.709677419354839,3.4491312018819507,2.4577436323227713
Agneepath,3.45,25894,3.449833314061055,3.4216943808367213,3.709677419354839,3.4493725626472065,2.539081340803903
White God,3.45,16885,3.449744641275465,3.414906849057138,3.709677419354839,3.4490378922439313,2.4322477266607874
Tom at the Farm,3.45,18940,3.449772274881517,3.4168763540807934,3.709677419354839,3.449142253892848,2.4609432461839873
The Wackness,3.45,31117,3.4498612474732893,3.4241899964022178,3.709677419354839,3.449477861319967,2.5849907030460195
The Hitch-Hiker,3.45,10116,3.4495746114499313,3.4045827588899207,3.709677419354839,3.44839442742812,2.3042498627779615
Monkey Business,3.45,15196,3.4497163518299883,3.4129960294114587,3.709677419354839,3.448930991382146,2.405915225210962
Zero Effect,3.45,15049,3.4497135903039937,3.4128146025245014,3.709677419354839,3.4489205526770297,2.403486523420763
Infinitely Polar Bear,3.45,16736,3.4497423745978795,3.4147500445646903,3.709677419354839,3.449029329191805,2.430033161843805
The Last Station,3.45,18970,3.449772634069401,3.4169027038702526,3.709677419354839,3.4491436100131754,2.461338685999542
Weekend,3.45,15436,3.4497207477721816,3.4132866252667817,3.709677419354839,3.448947607020271,2.4098304090970073
Alan Partridge,3.45,32641,3.4498677158851065,3.424802373982494,3.709677419354839,3.4495022361085588,2.5969376003414615
The Four Musketeers: Milady's Revenge,3.45,11413,3.4496227427375037,3.4072603245366877,3.709677419354839,3.4485768085479065,2.3343894747611653
The Life and Death of Peter Sellers,3.45,15153,3.449715549562587,3.4129432333514313,3.709677419354839,3.4489279588336195,2.405207228098162
Hearts Beat Loud,3.45,11490,3.4496252599653383,3.4074048037626237,3.709677419354839,3.4485863418877774,2.3360694303862672
One True Thing,3.45,12521,3.4496559939543396,3.4092084716176334,3.709677419354839,3.4487026983873545,2.3575385910253477
The Resistance Banker,3.45,10308,3.449582496620969,3.4050109340104977,3.709677419354839,3.4484243188209054,2.30894735898025
Kill Zone,3.45,12987,3.4496682902508247,3.409951993581904,3.709677419354839,3.4487492302955665,2.3666683543176377
The Isle,3.45,14458,3.449701923076923,3.4120573614965473,3.709677419354839,3.4488764433381736,2.3934766909093916
Things to Come,3.45,14454,3.449701840871484,3.4120520779863224,3.709677419354839,3.448876132512622,2.3934075575656655
Perfect Strangers,3.45,15019,3.4497130201075055,3.412777248393943,3.709677419354839,3.4489183972310973,2.4029879562065215
Pardes,3.45,15600,3.449723674121406,3.413481314818748,3.709677419354839,3.4489586670938803,2.4124709318020576
The Place Promised in Our Early Days,3.45,14813,3.4497090425889794,3.412517680042186,3.709677419354839,3.4489033607774333,2.3995373262975725
Evangelion: 3.0 You Can (Not) Redo,3.45,17501,3.4497536037832606,3.4155336388704987,3.709677419354839,3.4490717468296586,2.441200467202398
A Pigeon Sat on a Branch Reflecting on Existence,3.45,19234,3.4497757467330428,3.417131907565259,3.709677419354839,3.4491553615052757,2.464791832572872
The Chumscrubber,3.45,18969,3.449772622114727,3.4169018265548656,3.709677419354839,3.4491435648782547,2.46132551475018
Gozu,3.45,12545,3.4496566494640732,3.4092477782464456,3.709677419354839,3.4487051792828685,2.3580170309723316
The Dangerous Lives of Altar Boys,3.45,14057,3.449693450060254,3.4115164752396683,3.709677419354839,3.448844403356564,2.3864491252887983
Hallam Foe,3.45,12994,3.4496684682612697,3.409962855151954,3.709677419354839,3.448749903838757,2.3668029851411845
The Lucky Ones,3.45,14394,3.4497006023262258,3.4119725601291098,3.709677419354839,3.448871449406209,2.39236825546703
Slim Susie,3.45,10216,3.4495787551139685,3.4048072804940017,3.709677419354839,3.4484101359945214,2.3067074923674884
Asterix and Obelix: Mansion of the Gods,3.45,14936,3.449711430668624,3.412673313780603,3.709677419354839,3.448912388729001,2.4016033807482016
Towelhead,3.45,11954,3.449639745084972,3.408245535216153,3.709677419354839,3.4486411907350116,2.3459604638667826
Chinese Puzzle,3.45,15074,3.4497140637397514,3.4128456453965947,3.709677419354839,3.4489223423303934,2.403901237517576
Shinjuku Incident,3.45,13333,3.4496768661735038,3.4104785390563204,3.709677419354839,3.448781676413256,2.373237637369
Sink or Swim,3.45,11621,3.4496294661982696,3.4076472831048665,3.709677419354839,3.448602270772407,2.338901835514719
Blackmail,3.45,11589,3.449628447461122,3.4075884329456048,3.709677419354839,3.448598412972227,2.3382129081481513
Akhanda,3.45,19263,3.449776083467095,3.4171567965672835,3.709677419354839,3.449156632758979,2.4651682627016354
Gainsbourg: A Heroic Life,3.45,10210,3.44957850877193,3.4047939027410035,3.709677419354839,3.4484092021536954,2.306560714302193
Conversations with Other Women,3.45,12975,3.4496679846449134,3.409933353212138,3.709677419354839,3.4487480739599383,2.366437389717028
The Bang Bang Club,3.45,11162,3.4496142971815913,3.4067789756204747,3.709677419354839,3.4485448195576254,2.328833488956575
The Clan,3.45,14008,3.4496923815621,3.411448787396906,3.709677419354839,3.4488403625205173,2.3855766838770758
AK vs AK,3.45,14905,3.4497108324974928,3.412634271412128,3.709677419354839,3.448910127431254,2.4010842758625603
The Assassination of Richard Nixon,3.45,26009,3.4498340496565487,3.4217573309101774,3.709677419354839,3.4493753363573463,2.5401885383149008
Shubh Mangal Savdhan,3.45,10838,3.4496028196179283,3.4061329589121208,3.709677419354839,3.4485013372682833,2.3214739604688988
Ex Drummer,3.45,10756,3.4495998056635204,3.4059648272976126,3.709677419354839,3.4484899172939323,2.3195764754054777
Jaadugar,3.45,11254,3.449617436305733,3.406957283678757,3.709677419354839,3.4485567101874057,2.330884316520087
Goodbye Berlin,3.45,10694,3.4495974962769917,3.4058364154306027,3.709677419354839,3.448481166464156,2.318132163950624
Kaho Naa... Pyaar Hai,3.45,16119,3.4497325437565713,3.414077654929687,3.709677419354839,3.4489921855618957,2.4206479504938825
"Patrik, Age 1.5",3.45,10301,3.449582214278814,3.4049955350606624,3.709677419354839,3.448423248593053,2.3087776383098277
Little Big Soldier,3.45,15812,3.4497273672929016,3.4137284662088807,3.709677419354839,3.4489726243914776,2.4158434551109877
2 States,3.45,26717,3.4498384391228005,3.4221358594030447,3.709677419354839,3.449391886834818,2.5468990217199727
Chup Chup Ke,3.45,12137,3.4496451546730125,3.40856372268082,3.709677419354839,3.448661670235546,2.3497562724751937
Fantomas,3.45,11558,3.4496274552033084,3.40753118786429,3.709677419354839,3.448594655366254,2.3375436934610954
Lebanon,3.45,11829,3.4496359542048993,3.4080239430949972,3.709677419354839,3.4486268379246243,2.3433341501566645
El Angel,3.45,11309,3.449619288669777,3.407062835262185,3.709677419354839,3.4485637263567264,2.3321023632688602
Bhoot Police,3.45,27119,3.449840829621996,3.4223441371491643,3.709677419354839,3.4494008995723346,2.5506305002877694
Fashion,3.45,12944,3.449667192550408,3.40988507847592,3.709677419354839,3.4487450768399106,2.365839741134183
Appleseed,3.45,18409,3.449765724037055,3.4163993154044148,3.709677419354839,3.44911751927881,2.4538383572486264
Romantics Anonymous,3.45,11840,3.449636291000841,3.4080435845621144,3.709677419354839,3.448628113127902,2.343566376699143
A Cat in Paris,3.45,11714,3.4496323954437265,3.4078169391188107,3.709677419354839,3.4486133629149247,2.3408933155941787
Chaman Bahaar,3.45,10837,3.4496027831358504,3.406130920082645,3.709677419354839,3.4485011990407677,2.321450906984915
Meenakshi Sundareshwar,3.45,18114,3.4497619191807973,3.41612524205215,3.709677419354839,3.4491031513880457,2.449802117265617
A Haunting in Venice,3.4,25658,3.3999290298739693,3.3713277345944546,3.655913978494624,3.3993765343100963,2.500028570900526
Rocky Aur Rani Kii Prem Kahaani,3.4,36411,3.39994996023148,3.375948755393496,3.655913978494624,3.3995606326889276,2.5862149396943956
Beau Is Afraid,3.4,42218,3.3999568349578877,3.3776701688197495,3.655913978494624,3.3996210596120595,2.6226521413069825
Nope,3.4,244940,3.3999925527572556,3.390749058695416,3.655913978494624,3.399934679213701,3.0555852078139583
Annihilation,3.4,349267,3.399994776950449,3.3922548446183804,3.655913978494624,3.399954190430381,3.142958021144406
Mad Max,3.4,216497,3.399991574577343,3.390159171948758,3.655913978494624,3.3999260976803907,3.02518982571613
Teenage Mutant Ninja Turtles,3.4,102091,3.3999821374374632,3.385658928765567,3.655913978494624,3.399843284751606,2.8400865380357514
Insidious,3.4,329960,3.399994471379655,3.392031177497187,3.655913978494624,3.3999515100086373,3.1289553415714133
Lolita,3.4,64147,3.399971579668832,3.381896974307344,3.655913978494624,3.3997505923431848,2.725661540689579
Bones and All,3.4,50536,3.3999639327086544,3.379596736655761,3.655913978494624,3.3996834253378445,2.666935517008764
The Three Musketeers: D'Artagnan,3.4,12262,3.3998518112410654,3.3584402837505216,3.655913978494624,3.398695687617184,2.3182247437211423
Sinister,3.4,269686,3.3999932359788834,3.3911843221139018,3.655913978494624,3.399940672844107,3.079284873700116
Aquaman,3.4,502564,3.3999963699777567,3.3935446246611796,3.655913978494624,3.3999681635755485,3.2325626119548687
The Lion King,3.4,259723,3.3999929765603047,3.391016582021153,3.655913978494624,3.3999383970923427,3.0700156361156323
The Fast and the Furious,3.4,408547,3.39999553472003,3.392839450607661,3.655913978494624,3.399960837298557,3.181561654533752
Us,3.4,324203,3.3999943732209106,3.39196064334574,3.655913978494624,3.3999506489660956,3.1246210741375284
It Follows,3.4,258503,3.3999929434197242,3.390995377257124,3.655913978494624,3.399938106364213,3.068856230696842
The House That Jack Built,3.4,86147,3.3999788333700707,3.384384898247438,3.655913978494624,3.3998142817346086,2.798272438670342
Signs,3.4,378018,3.399995174148566,3.392555572576703,3.655913978494624,3.399957674533031,3.162437129979416
Hook,3.4,266906,3.3999931655403888,3.3911384641490496,3.655913978494624,3.3999400549246754,3.0767333568747466
Thirteen,3.4,94827,3.399980769838844,3.385118478536879,3.655913978494624,3.3998312805803947,2.8219113598322823
I See You,3.4,62144,3.399970664372769,3.381606683068346,3.655913978494624,3.399742554184299,2.7178500547650546
Bridesmaids,3.4,304009,3.39999399951983,3.3916975690906552,3.655913978494624,3.399947370844764,3.108784546535068
The Maze Runner,3.4,493013,3.399996299661504,3.3934823289850753,3.655913978494624,3.399967546823848,3.2278378274139667
Boss Level,3.4,75601,3.3999758826717423,3.3833284769342624,3.655913978494624,3.399788376583869,2.7661169161776415
Extraction,3.4,251730,3.3999927535944074,3.390874863398796,3.655913978494624,3.3999364410987747,3.062318426537047
The Book of Eli,3.4,331769,3.399994501520407,3.392052960862675,3.655913978494624,3.399951774400646,3.130301678429589
The Autopsy of Jane Doe,3.4,131420,3.3999861223092718,3.387363567565777,3.655913978494624,3.3998782575613467,2.902270903056059
The Babadook,3.4,239106,3.3999923710883273,3.3906367092458263,3.655913978494624,3.3999330854707646,3.0496491982462217
Hannibal,3.4,286433,3.3999936313847594,3.391446284506156,3.655913978494624,3.3999441414896068,3.094120115321931
50 First Dates,3.4,371955,3.399995095496028,3.392495070097988,3.655913978494624,3.3999569846220026,3.158455638320982
Captain Marvel,3.4,591837,3.399996917485939,3.394051876060037,3.655913978494624,3.399972965757753,3.2728254590903703
The Mask of Zorro,3.4,193448,3.399990570961974,3.389588438373563,3.655913978494624,3.399917292572356,2.997470784912229
Cruel Intentions,3.4,200149,3.3999908865678647,3.3897645057002386,3.655913978494624,3.399920061552604,3.005856172936834
Bombshell,3.4,123034,3.399985176789835,3.3869391159387985,3.655913978494624,3.3998699599314035,2.8860343050712762
The Power of the Dog,3.4,187462,3.399990269956056,3.3894232298994016,3.655913978494624,3.399914651645356,2.989730741798182
Ghostbusters: Answer the Call,3.4,239969,3.3999923985184504,3.390653586748547,3.655913978494624,3.3999333261103284,3.050536357345538
Men in Black 3,3.4,378892,3.3999951852790136,3.392564174129184,3.655913978494624,3.3999577721649947,3.1630058019232243
TRON: Legacy,3.4,349446,3.3999947796255174,3.392256831075658,3.655913978494624,3.3999542138955103,3.143084188947482
Creed III,3.4,83858,3.3999782559469898,3.3841726738232096,3.655913978494624,3.399809212644432,2.791641106210995
The Bad Guys,3.4,52391,3.3999652085200514,3.3799623765655964,3.655913978494624,3.3996946331781053,2.6758121600028613
A Simple Favor,3.4,157941,3.399988451873841,3.3884753094146247,3.655913978494624,3.3998986995555445,2.9475359504130867
A Series of Unfortunate Events,3.4,216768,3.3999915851082476,3.390165335184387,3.655913978494624,3.399926190069796,3.0254978672680104
Peter Pan,3.4,78353,3.3999767292067906,3.3836246551085076,3.655913978494624,3.3997958089793,2.774921192005259
Spectre,3.4,456720,3.399996005648357,3.393228035038525,3.655913978494624,3.399964967978543,3.2090088156760825
1408,3.4,286224,3.3999936267352258,3.3914431577539372,3.655913978494624,3.399944100702584,3.093940374889578
The Fog,3.4,79948,3.3999771931798293,3.3837892571112875,3.655913978494624,3.399799882430928,2.7798834781777844
Trouble with the Curve,3.4,66992,3.3999727857164164,3.3822866546609087,3.655913978494624,3.399761183336567,2.736347351792368
The Island,3.4,323420,3.3999943596005813,3.3919509047667247,3.655913978494624,3.3999505294890624,3.124025639718271
Frozen II,3.4,186339,3.399990211332214,3.38939135142734,3.655913978494624,3.399914137294466,2.9882511774856035
Yesterday,3.4,161653,3.399988716968764,3.3886086444095973,3.655913978494624,3.399901025621992,2.9532562889225438
The Good Nurse,3.4,74496,3.3999755251790837,3.383204952624527,3.655913978494624,3.399785237782043,2.7624912493572733
Bridget Jones's Diary,3.4,255614,3.3999928636804553,3.3909445590720493,3.655913978494624,3.399937406843779,3.066088753659028
Addams Family Values,3.4,105311,3.3999826833458298,3.385880384630025,3.655913978494624,3.399848076265714,2.8477331527423306
Hellboy,3.4,342697,3.3999946768315987,3.3921808594994927,3.655913978494624,3.3999533122071073,3.1382818625518305
Contagion,3.4,311338,3.3999941407504464,3.391796004069315,3.655913978494624,3.3999486097326743,3.114650509634493
Sleepless in Seattle,3.4,185823,3.3999901841580007,3.389376606880177,3.655913978494624,3.3999138988742277,2.9875683496981957
The Transporter,3.4,315107,3.3999942108219074,3.3918452814328317,3.655913978494624,3.3999492244027523,3.1176135844082076
Thor: The Dark World,3.4,709921,3.3999974301767253,3.3945695081488965,3.655913978494624,3.399977462439747,3.317622689643753
Bad Boys,3.4,279134,3.3999934648833743,3.3913350142414354,3.655913978494624,3.3999426808865834,3.087763916889197
Saturday Night Fever,3.4,84907,3.399978524430006,3.384270998656578,3.655913978494624,3.3998115696250233,2.794702287978147
Rocky III,3.4,205747,3.3999911344674607,3.389904941634638,3.655913978494624,3.3999222364788673,3.0126488205941553
Bloodsport,3.4,90992,3.399979959798774,3.384807347351945,3.655913978494624,3.3998241700275833,2.811745881616226
What Happened to Monday,3.4,130653,3.399986040871288,3.387326454274376,3.655913978494624,3.3998775428982535,2.90082956260042
Vengeance,3.4,31001,3.3999412418279604,3.373926091155595,3.655913978494624,3.3994839708443525,2.546607419586033
Panic Room,3.4,290259,3.3999937153171276,3.391502924840678,3.655913978494624,3.399944877766447,3.0973875090556646
Warm Bodies,3.4,239083,3.3999923703545725,3.3906362581887945,3.655913978494624,3.3999330790336613,3.0496255105946912
Tolkien,3.4,44734,3.399959260003573,3.3783094325969367,3.655913978494624,3.3996423701915557,2.636906178371228
But I'm a Cheerleader,3.4,38660,3.3999528674761046,3.376661472269991,3.655913978494624,3.3995861890598733,2.600973065956227
The Lake House,3.4,155310,3.3999882563079296,3.38837791927953,3.655913978494624,3.3998969835495605,2.9433994660324836
The Electrical Life of Louis Wain,3.4,18463,3.399901447631394,3.366172005209468,3.655913978494624,3.399133636560537,2.4189967052037726
Stonehearst Asylum,3.4,59150,3.399969180743243,3.381145521101636,3.655913978494624,3.399729524131519,2.705691299744182
Hanna,3.4,204488,3.399991079897134,3.389873861176919,3.655913978494624,3.3999217577129777,3.011137391307584
21,3.4,262133,3.399993041120134,3.391058033811984,3.655913978494624,3.399938963446734,3.072290017812273
Patriot Games,3.4,117984,3.3999845425894235,3.3866619258457886,3.655913978494624,3.3998643941384366,2.8757138837145026
Serendipity,3.4,118150,3.3999845642978004,3.3866713194120823,3.655913978494624,3.3998645846557487,2.876060095242303
Risky Business,3.4,97315,3.3999812612335027,3.3853104006931733,3.655913978494624,3.399835593916975,2.8282887559012506
The Greatest Beer Run Ever,3.4,24186,3.399924719425648,3.370464055083597,3.655913978494624,3.399338596998884,2.4854807026975703
Enola Holmes 2,3.4,92890,3.3999803690553043,3.3849637430441764,3.655913978494624,3.399827762527585,2.8168293866345104
Mad God,3.4,12902,3.399859133724521,3.359490804768494,3.655913978494624,3.398760362593941,2.330751972267375
Body Double,3.4,36721,3.3999503820945853,3.376050882092227,3.655913978494624,3.3995643413385612,2.5883025072312376
The 'Burbs,3.4,80880,3.3999774558260225,3.3838831725392415,3.655913978494624,3.3998021882920195,2.782737447359046
Stepmom,3.4,72718,3.399974927165787,3.3830003063192438,3.655913978494624,3.3997799870742402,2.756542941630182
The Tree of Life,3.4,181819,3.3999899680539287,3.3892600663291184,3.655913978494624,3.3999120028159098,2.98220446633924
The Crucible,3.4,39414,3.3999537679910805,3.376886618699419,3.655913978494624,3.399594104365915,2.6057292960815026
The Witches,3.4,53116,3.3999656829552722,3.380100037185863,3.655913978494624,3.3996988008508873,2.679196320115515
City Slickers,3.4,61375,3.399970297110297,3.3814914684618453,3.655913978494624,3.3997393287715867,2.714783951913611
Creepshow,3.4,51449,3.399964572127614,3.3797791750199675,3.655913978494624,3.399689042640028,2.6713444462576885
Home Alone 2: Lost in New York,3.4,381099,3.399995213158109,3.3925857625674425,3.655913978494624,3.3999580167093493,3.164435978065388
Rent,3.4,55192,3.3999669725933166,3.380479074082313,3.655913978494624,3.3997101291736866,2.688637093064278
Disturbia,3.4,244006,3.399992524256728,3.390731343542845,3.655913978494624,3.3999344291855698,3.054644444663919
Bruce Almighty,3.4,422523,3.3999956824028037,3.3929590108096748,3.655913978494624,3.3999621326870644,3.1898445227948025
The Dry,3.4,30849,3.3999409527816433,3.3738616658325995,3.655913978494624,3.3994814286640302,2.545397138400011
Ginger Snaps,3.4,50438,3.3999638627000475,3.379576859510802,3.655913978494624,3.3996828103007353,2.666457543731686
The Lover,3.4,22919,3.3999205668509727,3.369654749052411,3.655913978494624,3.3993020415285287,2.4722314466975304
Mank,3.4,79944,3.3999771920394033,3.3837888504986746,3.655913978494624,3.3997998724186664,2.7798711578179742
Can't Buy Me Love,3.4,40589,3.3999551047023795,3.3772248598966987,3.655913978494624,3.3996058530817366,2.6129627802003896
Superman II,3.4,112441,3.399983780924696,3.386336395813035,3.655913978494624,3.399857709478327,2.8638646334913958
Unstoppable,3.4,204337,3.3999910733070107,3.3898701141962633,3.655913978494624,3.3999216998952733,3.0109554911965306
Widows,3.4,102045,3.3999821293892944,3.385655689254982,3.655913978494624,3.39984321411073,2.839975561912191
House on Haunted Hill,3.4,29602,3.3999384695804666,3.373314474452664,3.655913978494624,3.39945958725977,2.5352368561810352
Meet the Robinsons,3.4,107875,3.3999830947417187,3.386049575649514,3.655913978494624,3.3998516870596958,2.853656562465069
The Thomas Crown Affair,3.4,97877,3.399981368774699,3.3853527349470296,3.655913978494624,3.399836537872132,2.8297067245179655
A Ghost Story,3.4,77066,3.39997634083718,3.3834881231694376,3.655913978494624,3.399792399216307,2.7708429373364654
Life,3.4,53563,3.399965969074665,3.3801835127684083,3.655913978494624,3.399701314217443,2.6812598870194027
Logan's Run,3.4,59620,3.3999694234958944,3.3812202113505285,3.655913978494624,3.3997316561844864,2.707640164144217
Chappie,3.4,263840,3.3999930861343746,3.391087049489951,3.655913978494624,3.3999393583353865,3.0738883443517064
Young Guns,3.4,65897,3.399972333843844,3.382139667816229,3.655913978494624,3.399757215259021,2.7322892405681465
Bolt,3.4,223027,3.3999918212097167,3.3903045367290074,3.655913978494624,3.399928261415402,3.0325072145687386
Dog Soldiers,3.4,64015,3.3999715211113712,3.3818782649090133,3.655913978494624,3.3997500781005936,2.7251543122467
Yes Man,3.4,375990,3.3999951481225406,3.392535498322213,3.655913978494624,3.3999574462426363,3.1611125217179543
Judy,3.4,53723,3.3999660703326944,3.380213138138581,3.655913978494624,3.399702203692674,2.681994341225475
The House,3.4,20799,3.3999124898076643,3.368138113264225,3.655913978494624,3.3992309171313204,2.448331770866305
The Outpost,3.4,38289,3.399952411382665,3.376548251281695,3.655913978494624,3.399582179975975,2.5985986403134236
Dan in Real Life,3.4,105643,3.399982737740437,3.38590263951747,3.655913978494624,3.399848553687718,2.848508224883983
Heartbreak Ridge,3.4,46856,3.3999611030571786,3.3788079753498126,3.655913978494624,3.399658564691321,2.6483181616233975
The Long Kiss Goodnight,3.4,83382,3.39997813189184,3.3841274455809027,3.655913978494624,3.399808123568422,2.790239395667424
Working Girl,3.4,60786,3.3999700095338286,3.3814017445438536,3.655913978494624,3.399736803145202,2.7124094389884035
Adventureland,3.4,165785,3.399988998100522,3.3887517603520534,3.655913978494624,3.3999034923698654,2.9594713757828295
Innerspace,3.4,63674,3.3999713687150837,3.3818296627840274,3.655913978494624,3.3997487397729236,2.7238391156073574
White Men Can't Jump,3.4,95549,3.3999809150723332,3.3851749455640503,3.655913978494624,3.3998325554136923,2.8237791070012817
While You Were Sleeping,3.4,109665,3.399983370550973,3.386164153577746,3.655913978494624,3.399854107777879,2.857708990235036
The Family Man,3.4,115273,3.399984179218369,3.3865056521803636,3.655913978494624,3.3998612050868338,2.869989796649248
Skin,3.4,17739,3.3998974366181343,3.3654848472458805,3.655913978494624,3.399098286744815,2.4091467222180296
Bringing Out the Dead,3.4,73976,3.399975353254262,3.3831458664373826,3.655913978494624,3.3997837282545516,2.760766403548965
The Last Dragon,3.4,16995,3.399892959812262,3.364733276883996,3.655913978494624,3.399058823529412,2.398596657537022
Draft Day,3.4,64767,3.3999718515204345,3.381984083710599,3.655913978494624,3.3997529796825785,2.728030097377
News of the World,3.4,93162,3.399980426339956,3.3849857628779683,3.655913978494624,3.3998282653729324,2.8175493754817826
Great Expectations,3.4,55907,3.3999673946065725,3.380604695146172,3.655913978494624,3.399713836028044,2.6918065848956276
Exam,3.4,122269,3.399985084083421,3.3868982337044784,3.655913978494624,3.399869146343458,2.884498443727232
Shin Godzilla,3.4,30911,3.3999410710248377,3.3738880021201356,3.655913978494624,3.3994824686246603,2.5458915242720535
Stripes,3.4,78053,3.3999766398217734,3.3835931320670074,3.655913978494624,3.399795024212765,2.7739765692748444
